id,date,postcode,property_type,whether_old_or_new,freehold_or_leasehold,address1,address2,address3,town,local_aut,county,region,type1,type2,postcode_short,price,total_floor_area,number_habitable_rooms,current_energy_rating,co2_emissions_current,co2_emissions_potential,energy_consumption_current,energy_consumption_potential,windows_energy_eff,tenure,district,population,households,latitude,longitude,altitude,london_zone,nearest_station,distance_to_station,water_company,average_income,pricePerSqmtr,area,,,,
{CFC9085C-84E3-9A70-E053-6B04A8C09D6A},2021-06-29T00:00:00Z,E4 7LR,S,N,F,21,NA,SEYMOUR ROAD,CHINGFORD,LONDON,WALTHAM FOREST,GREATER LONDON,A,A,E4,720000,146,6,C,3.5,2,137,75,Good,Owner-occupied,Waltham Forest,54,26,51.631256,-0.011526,29,5,Chingford,1.46809,Thames Water,45500,4931.506849,146.00,,,,
{B5B10040-AA51-4946-9CFE-752E2957DE27},2011-08-26T00:00:00Z,SE22 9DL,T,N,F,41,NA,BAWDALE ROAD,EAST DULWICH,LONDON,SOUTHWARK,GREATER LONDON,A,A,SE22,645000,146,8,D,5.1,2.3,229,110,Good,owner-occupied,Southwark,87,34,51.455957,-0.074758,28,2,East Dulwich,0.735141,Thames Water,67000,4417.808219,146.00,,,,
{8CAC1318-7B78-0253-E053-6B04A8C08E51},2019-05-31T00:00:00Z,N3 1QP,T,N,F,16,NA,GROVE AVENUE,NA,LONDON,BARNET,GREATER LONDON,A,A,N3,820000,146,6,D,5.6,2.8,217,107,Good,owner-occupied,Barnet,31,12,51.604883,-0.191243,91,4,Finchley Central,0.462814,Affinity Water,60600,5616.438356,146.00,,,,
{58507B99-C7B1-4E9D-AAED-7AB77FCBC1D8},2013-11-07T00:00:00Z,SE12 9SX,D,N,F,48,NA,LUFFMAN ROAD,NA,LONDON,LEWISHAM,GREATER LONDON,A,A,SE12,472500,146,8,G,14,2.8,527,97,Average,owner-occupied,Lewisham,74,27,51.433043,0.02608,38,4,Grove Park,0.377238,Thames Water,44200,3236.30137,146.00,,,,
{2A09C131-C1AB-482E-B7A3-6DC64DDC45C4},2015-03-20T00:00:00Z,N1 7DP,T,N,F,33,NA,ARLINGTON SQUARE,NA,LONDON,ISLINGTON,GREATER LONDON,A,A,N1,1525000,146,7,D,5.9,1.8,211,63,Average,unknown,Islington,49,24,51.535613,-0.092927,22,2,Essex Road,0.606371,Thames Water,53600,10445.20548,146.00,,,,
{997C91A6-43C6-421E-8203-9F8ED1A99D39},2012-09-07T00:00:00Z,SW19 1JG,T,N,F,63,NA,HAMILTON ROAD,NA,LONDON,MERTON,GREATER LONDON,A,A,SW19,650000,146,7,E,7.6,3.7,268,130,Average,owner-occupied,Merton,117,44,51.416864,-0.190956,17,3,South Wimbledon,0.181347,Thames Water,66200,4452.054795,146.00,,,,
{93E6821E-98C3-40FD-E053-6B04A8C0C1DF},2019-09-02T00:00:00Z,SW6 2AB,T,N,F,12,NA,HARWOOD TERRACE,NA,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,SW6,1485000,146,5,C,4.3,2,154,71,Good,owner-occupied,Hammersmith and Fulham,57,24,51.476711,-0.190457,5,2,Fulham Broadway,0.528727,Thames Water,59900,10171.23288,146.00,,,,
{21B8A8C3-1039-4254-93F4-4E97D67F0A68},2013-09-16T00:00:00Z,N20 9HB,D,N,F,81,NA,OAKLEIGH ROAD NORTH,NA,LONDON,BARNET,GREATER LONDON,A,A,N20,850000,145.86,8,G,25,14,700,410,Poor,owner-occupied,Barnet,7,5,51.630203,-0.169632,100,4,Totteridge and Whetstone,0.67062,Affinity Water,58400,5827.505828,145.86,,,,
{9B361206-A4CE-1904-E053-6B04A8C0EEB5},2019-12-05T00:00:00Z,SE4 1QJ,T,N,F,13A,NA,TRESSILLIAN CRESCENT,NA,LONDON,LEWISHAM,GREATER LONDON,A,A,SE4,720000,145.75,9,C,4,3.2,161,129,Good,owner-occupied,Lewisham,91,42,51.463757,-0.026288,38,2,St Johns,0.617037,Thames Water,58800,4939.965695,145.75,,,,
{CBD5AEE1-B90F-427C-B97F-38F213893E45},2013-07-10T00:00:00Z,RM13 9QH,S,N,F,11,NA,ABBEY WOOD LANE,NA,RAINHAM,HAVERING,GREATER LONDON,A,A,RM13,310000,145.6,6,D,5,3.7,202,149,Average,owner-occupied,Havering,95,37,51.529435,0.211861,6,6,Rainham,1.98703,Essex & Suffolk Water,49000,2129.120879,145.60,,,,
{55C4435A-0DB5-4FA3-A536-3737A70BF161},2011-01-07T00:00:00Z,SE23 2ER,T,N,F,32,NA,COLFE ROAD,NA,LONDON,LEWISHAM,GREATER LONDON,A,A,SE23,447500,145.32,7,C,4.5,4.5,184,184,Very Poor,owner-occupied,Lewisham,113,45,51.44087,-0.044487,34,3,Forest Hill,0.626031,Thames Water,58000,3079.410955,145.32,,,,
{FBB9CB60-C6BF-47D9-876F-281878152A34},2011-09-01T00:00:00Z,SE3 7JU,D,N,F,86,NA,LANGTON WAY,NA,LONDON,GREENWICH,GREATER LONDON,A,A,SE3,720000,145.2,5,D,5.5,4.4,263,211,Average,rental (private),Greenwich,63,26,51.474745,0.018668,46,3,Westcombe Park,1.05092,Thames Water,67800,4958.677686,145.20,,,,
{9D1F46B7-071D-4803-846A-72D657789D84},2005-12-14T00:00:00Z,BR2 7HW,D,N,F,72,NA,HAYES HILL,BROMLEY,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR2,535000,145,6,E,8.6,4.7,308,167,Average,owner-occupied,Bromley,55,23,51.377719,0.001004,74,5,Hayes,0.671047,Thames Water,61600,3689.655172,145.00,,,,
{8F1B26BD-9154-53DB-E053-6C04A8C03649},2019-07-03T00:00:00Z,E4 9PB,T,N,F,390,NA,HALE END ROAD,NA,LONDON,WALTHAM FOREST,GREATER LONDON,A,A,E4,626500,145,5,D,5.4,2,194,71,Good,rental (private),Waltham Forest,87,33,51.606717,0.001711,28,4,Highams Park,0.222269,Thames Water,62400,4320.689655,145.00,,,,
{32A86658-EC01-455B-8DD1-06F8F6E6FE50},2007-05-15T00:00:00Z,W12 7BG,T,N,F,12,NA,ETHELDEN ROAD,LONDON,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,W12,681000,145,6,D,6.1,3.2,240,125,Average,owner-occupied,Hammersmith and Fulham,98,40,51.508016,-0.232433,8,2,Shepherds Bush Market,0.421246,Thames Water,50100,4696.551724,145.00,,,,
{2FD36065-CB0D-4BF8-E050-A8C0620562B1},2016-02-26T00:00:00Z,N8 0BS,T,N,F,61,NA,HEWITT ROAD,NA,LONDON,HARINGEY,GREATER LONDON,A,A,N8,765000,145,8,E,9.7,2.9,346,101,Average,owner-occupied,Haringey,143,54,51.582569,-0.103837,36,3,Harringay,0.586092,Thames Water,55500,5275.862069,145.00,,,,
{96D81AD9-D897-4AF3-BE41-C78ADD400FF8},2014-08-15T00:00:00Z,EN4 9LF,D,N,F,34,NA,ASHURST ROAD,NA,BARNET,BARNET,GREATER LONDON,A,A,EN4,620000,145,4,D,5.3,2.8,207,107,Good,owner-occupied,Barnet,100,36,51.646212,-0.154273,83,5,Cockfosters,0.712304,Affinity Water,54900,4275.862069,145.00,,,,
{8C4BDB7C-1631-44F7-A204-7795B86BD8DA},2006-04-28T00:00:00Z,N21 2HY,D,N,F,16,NA,PERCY ROAD,LONDON,LONDON,ENFIELD,GREATER LONDON,A,A,N21,475000,145,5,F,10,4.1,393,161,Average,rental (private),Enfield,65,21,51.634008,-0.087921,29,4,Winchmore Hill,0.895213,Thames Water,56700,3275.862069,145.00,,,,
{FB671CB1-AB29-43A3-8A30-33D99664F78D},2013-10-31T00:00:00Z,E14 9HR,F,N,L,3,FLAT 3802,PAN PENINSULA SQUARE,NA,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,E14,1100000,145,4,C,1.9,1.7,78,69,Good,rental (private),Tower Hamlets,42,30,51.499802,-0.017368,6,2,South Quay,0.140104,Thames Water,85200,7586.206897,145.00,,,,
{60710F7B-59C6-4BAC-A9F3-AE604F4B29C0},2013-10-28T00:00:00Z,CR5 2JA,S,N,F,46,NA,WINDERMERE ROAD,NA,COULSDON,CROYDON,GREATER LONDON,A,A,CR5,425000,145,8,D,5.3,3.3,194,120,Average,owner-occupied,Croydon,85,29,51.323033,-0.13296,80,6,Coulsdon Town,0.115897,SES Water,59400,2931.034483,145.00,,,,
{C79C0DD2-92C6-42C5-ABBC-BBE268F4894F},2013-07-05T00:00:00Z,BR2 6BQ,D,N,F,20,NA,HEATHFIELD ROAD,NA,KESTON,BROMLEY,GREATER LONDON,A,A,BR2,523000,144.57,7,F,14,9.2,485,329,Very Poor,owner-occupied,Bromley,15,10,51.361358,0.027282,120,5,Hayes,1.99163,Thames Water,67300,3617.62468,144.57,,,,
{6B13D185-75F1-494F-8006-F96FF50BDE3B},2011-06-23T00:00:00Z,CR0 4LT,S,N,F,7,NA,GODSON ROAD,NA,CROYDON,CROYDON,GREATER LONDON,A,A,CR0,370000,144,8,E,8.8,7,314,248,Good,owner-occupied,Croydon,107,41,51.370296,-0.115895,45,5,Waddon,0.337363,Thames Water,52700,2569.444444,144.00,,,,
{EF93AF97-47D5-4306-841D-32B8C40E113F},2012-09-21T00:00:00Z,EN1 2HZ,S,N,F,18,NA,GARDENIA ROAD,NA,ENFIELD,ENFIELD,GREATER LONDON,A,A,EN1,482500,144,7,E,5.7,2.9,263,139,Good,owner-occupied,Enfield,94,35,51.638033,-0.074456,26,5,Bush Hill Park,0.523706,Thames Water,56700,3350.694444,144.00,,,,
{79A74E22-03CE-1289-E053-6B04A8C01627},2018-10-04T00:00:00Z,SW16 3BY,S,N,F,189,NA,COVINGTON WAY,NA,LONDON,CROYDON,GREATER LONDON,A,A,SW16,590000,144,7,D,6.9,3.5,271,136,Average,owner-occupied,Lambeth,60,21,51.420449,-0.118795,55,3,Norbury,1.02386,Thames Water,57700,4097.222222,144.00,,,,
{EAFE9EF8-A0AC-464E-A9C3-BB8254AC2BBD},2011-03-18T00:00:00Z,SW14 7BQ,S,N,F,27,NA,HOLMESDALE AVENUE,NA,LONDON,RICHMOND UPON THAMES,GREATER LONDON,A,A,SW14,657950,144,7,D,6.4,3.5,228,118,Average,rental (private),Richmond upon Thames,67,28,51.465434,-0.27452,10,3,Mortlake,0.590614,Thames Water,68200,4569.097222,144.00,,,,
{2D1E4B26-B76F-FCD1-E050-A8C0630544EC},2016-01-29T00:00:00Z,SE5 9JE,T,N,F,12,NA,UPSTALL STREET,NA,LONDON,LAMBETH,GREATER LONDON,A,A,SE5,1175000,144,7,E,8.5,4.6,333,180,Very Poor,owner-occupied,Southwark,65,26,51.472461,-0.102517,10,2,Loughborough Junction,0.642508,Thames Water,44100,8159.722222,144.00,,,,
{A96E4ACB-D618-9205-E053-6C04A8C0DA09},2020-04-20T00:00:00Z,RM3 0JY,D,N,F,11,NA,ELDERBERRY CLOSE,NA,ROMFORD,HAVERING,GREATER LONDON,A,A,RM3,619000,144,NaN,B,2.4,1.2,97,48,Very Good,unknown,Havering,NA,NA,51.591691,0.227604,42,6,Harold Wood,0.399589,Essex & Suffolk Water,49400,4298.611111,144.00,,,,
{D49C2B07-3A99-4B86-BFED-6AFA30A5D6A9},2012-09-21T00:00:00Z,SW12 9PT,T,N,F,5,NA,DINSMORE ROAD,NA,LONDON,WANDSWORTH,GREATER LONDON,A,A,SW12,790000,144,7,D,4.8,2.6,172,92,Poor,owner-occupied,Wandsworth,124,53,51.448872,-0.146238,27,2,Clapham South,0.439706,Thames Water,69000,5486.111111,144.00,,,,
{0DCCAE09-AE76-4228-8B39-B3C960D8D18B},2010-04-22T00:00:00Z,IG3 9BU,S,N,F,80,NA,LEVETT GARDENS,NA,ILFORD,REDBRIDGE,GREATER LONDON,A,A,IG3,450000,144,6,D,5.5,3,216,118,Average,owner-occupied,Redbridge,144,47,51.554488,0.102864,11,4,Seven Kings,1.13202,Essex & Suffolk Water,50400,3125,144.00,,,,
{576926A6-458E-4C91-A492-0471167E8D1D},2013-09-19T00:00:00Z,SW12 9QF,T,N,F,47,NA,ORMELEY ROAD,NA,LONDON,WANDSWORTH,GREATER LONDON,A,A,SW12,990000,144,7,E,7.5,3.9,270,139,Poor,owner-occupied,Wandsworth,120,54,51.445012,-0.147834,29,3,Balham,0.374941,Thames Water,69000,6875,144.00,,,,
{582D0637-73BF-8F22-E053-6C04A8C01BAC},2017-07-07T00:00:00Z,BR1 3EU,T,N,F,57,NA,FORDE AVENUE,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR1,717500,144,5,D,6.6,3.2,259,123,Average,owner-occupied,Bromley,100,35,51.402171,0.026599,51,5,Bromley South,0.684386,Thames Water,62900,4982.638889,144.00,,,,
{20C5E16D-8D1B-4ED6-91C8-EC745F3B4CC6},2013-02-04T00:00:00Z,EN4 8EY,S,N,F,3,NA,HASLEMERE AVENUE,NA,BARNET,BARNET,GREATER LONDON,A,A,EN4,560000,144,7,C,3.7,2.2,150,90,Good,rental (private),Barnet,54,21,51.631475,-0.155507,69,4,Oakleigh Park,1.00907,Affinity Water,51100,3888.888889,144.00,,,,
{0334C970-FD7F-4ADD-AAE4-F8861A40DD59},2014-07-07T00:00:00Z,SE9 5TJ,D,N,F,42,NA,KINGS ORCHARD,NA,LONDON,GREENWICH,GREATER LONDON,A,A,SE9,787000,144,7,D,6.9,2.7,248,96,Good,owner-occupied,Greenwich,94,32,51.449707,0.048838,55,4,Eltham,0.704523,Thames Water,52800,5465.277778,144.00,,,,
{3C758C25-8127-4C6A-B76A-B08541EAA393},2009-07-31T00:00:00Z,N5 1JP,D,N,F,11,NA,LIBERIA ROAD,NA,LONDON,ISLINGTON,GREATER LONDON,A,A,N5,761350,144,6,E,6.6,5,241,180,Average,owner-occupied,Islington,61,22,51.548458,-0.100351,39,2,Highbury and Islington,0.337685,Thames Water,65600,5287.152778,144.00,,,,
{349FEE07-FB86-4454-9730-7FF2B8C1053D},2013-12-13T00:00:00Z,KT6 5DT,D,N,F,7,NA,MANDEVILLE DRIVE,NA,SURBITON,KINGSTON UPON THAMES,GREATER LONDON,A,A,KT6,789000,144,6,C,4.3,2.6,156,91,Average,owner-occupied,Kingston upon Thames,54,18,51.381047,-0.308361,38,6,Surbiton,1.30428,Thames Water,63300,5479.166667,144.00,,,,
{452A42BA-0865-4591-96C8-3CAFB6392A61},2005-04-15T00:00:00Z,W12 9HJ,T,N,F,104,NA,BECKLOW ROAD,LONDON,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,W12,400000,144,6,C,4.3,2.6,156,90,Poor,owner-occupied,Hammersmith and Fulham,122,49,51.503965,-0.246538,9,2,Stamford Brook,1.06108,Thames Water,54400,2777.777778,144.00,,,,
{27A919DB-98D9-4D0B-900A-B81BACBDE877},2007-11-23T00:00:00Z,BR3 6QD,T,N,F,17,NA,SPRINGPARK DRIVE,BECKENHAM,BECKENHAM,BROMLEY,GREATER LONDON,A,A,BR3,460500,144,6,C,3.3,1.9,130,73,Good,owner-occupied,Bromley,93,43,51.402807,-0.010539,67,4,Shortlands,0.916641,Thames Water,60300,3197.916667,144.00,,,,
{BA002CD2-1E6F-4FE7-A1F8-5B1B45613BF0},2012-12-11T00:00:00Z,HA8 8JU,S,N,F,45,NA,PARKSIDE DRIVE,NA,EDGWARE,BARNET,GREATER LONDON,A,A,HA8,579950,144,6,D,6.6,2.3,238,83,Average,owner-occupied,Barnet,87,33,51.623505,-0.280333,70,5,Edgware,1.09223,Affinity Water,56300,4027.430556,144.00,,,,
{2AC10E4F-1F17-1AF6-E050-A8C063052BA1},2015-09-30T00:00:00Z,RM3 0JY,D,Y,F,7,NA,ELDERBERRY CLOSE,NA,ROMFORD,HAVERING,GREATER LONDON,A,A,RM3,575000,144,NaN,B,2.4,1.2,97,48,Very Good,unknown,Havering,NA,NA,51.591691,0.227604,42,6,Harold Wood,0.399589,Essex & Suffolk Water,49400,3993.055556,144.00,,,,
{E8DA876F-2BA1-4B5F-92B4-C75ED720F2B9},2011-08-26T00:00:00Z,SW6 4PH,T,N,F,42,NA,HARWOOD ROAD,NA,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,SW6,872500,143.8,7,E,7.7,7.3,319,304,Average,rental (private),Hammersmith and Fulham,95,40,51.479294,-0.195184,9,2,Fulham Broadway,0.110296,Thames Water,59900,6067.454798,143.80,,,,
{5A3B9DF0-4FDB-403F-B270-23CC1BB89714},2009-07-15T00:00:00Z,TW1 3AW,T,N,F,35,NA,RICHMOND ROAD,NA,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,A,A,TW1,545000,143.71,6,G,24,24,957,957,Very Poor,owner-occupied,Richmond upon Thames,65,30,51.449451,-0.323233,11,5,Twickenham,0.399695,Thames Water,70600,3792.359613,143.71,,,,
{773788C3-3AC0-2CE4-E053-6C04A8C05E57},2018-08-07T00:00:00Z,SW12 8BW,F,N,L,3,FLAT 2,LYSIAS ROAD,NA,LONDON,WANDSWORTH,GREATER LONDON,B,A,SW12,550000,143.44,6,D,7.5,6.7,219,198,Poor,owner-occupied,Wandsworth,87,36,51.450663,-0.151462,31,2,Clapham South,0.328727,Thames Water,71800,3834.355828,143.44,,,,
{61D8894E-AD53-3DE6-E053-6C04A8C01207},2016-08-30T00:00:00Z,DA6 7HG,O,N,F,68,NA,ROYAL OAK ROAD,NA,BEXLEYHEATH,BEXLEY,GREATER LONDON,B,A,DA6,225000,143,NaN,B,2,1,78,39,Very Good,unknown,Bexley,60,23,51.455191,0.142025,52,5,Bexleyheath,1.08699,Thames Water,49900,1573.426573,143.00,,,,
{64342BFE-8F34-422C-E053-6C04A8C0FB8A},2018-01-19T00:00:00Z,HA3 8EN,S,N,F,2,NA,ST LEONARDS AVENUE,NA,HARROW,HARROW,GREATER LONDON,A,A,HA3,644000,143,6,D,7.9,3.1,263,95,Good,owner-occupied,Harrow,10,4,51.585621,-0.311144,46,4,Kenton,0.537734,Affinity Water,58500,4503.496503,143.00,,,,
{D9349AED-30B6-49CD-9EA7-BA55FA5CC974},2014-10-17T00:00:00Z,SW6 3BA,T,N,F,82,NA,SETTRINGTON ROAD,NA,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,SW6,1975000,143,6,E,8.2,4.8,296,170,Poor,unknown,Hammersmith and Fulham,156,58,51.46999,-0.193127,7,2,Parsons Green,0.781944,Thames Water,58900,13811.18881,143.00,,,,
{80E1AA98-A14C-7BF8-E053-6C04A8C00BF2},2018-12-05T00:00:00Z,CR8 3BG,D,N,F,75,NA,WOODCOTE VALLEY ROAD,NA,PURLEY,CROYDON,GREATER LONDON,A,A,CR8,665000,143,7,E,7.4,3.7,292,147,Good,owner-occupied,Croydon,44,17,51.335106,-0.127663,95,6,Reedham,0.503269,SES Water,67500,4650.34965,143.00,,,,
{B82222ED-0F8A-6691-E053-6B04A8C02FB2},2020-11-05T00:00:00Z,HA2 7RG,T,N,F,94,NA,NORTHUMBERLAND ROAD,NA,HARROW,HARROW,GREATER LONDON,A,A,HA2,800000,143,7,E,8.7,2.7,344,105,Average,owner-occupied,Harrow,125,41,51.587692,-0.371285,57,5,North Harrow,0.687394,Affinity Water,65000,5594.405594,143.00,,,,
{973AA560-BF59-4809-A25D-3BF4B2231EB4},2010-04-09T00:00:00Z,SW6 4PX,F,N,L,7B,NA,KEMPSON ROAD,NA,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,SW6,612500,143,5,C,4.8,3.1,157,103,Poor,owner-occupied,Hammersmith and Fulham,51,18,51.478003,-0.194337,7,2,Fulham Broadway,0.264441,Thames Water,59900,4283.216783,143.00,,,,
{919FEC05-AD64-9A90-E053-6C04A8C0A300},2019-08-16T00:00:00Z,KT2 7EY,D,N,F,24,NA,ORCHARD RISE,NA,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON,A,A,KT2,1385000,143,4,E,8,3.5,317,136,Very Poor,owner-occupied,Kingston upon Thames,83,25,51.414625,-0.272579,29,5,Norbiton,0.832359,Thames Water,63800,9685.314685,143.00,,,,
{E5F3AB2C-CF8B-43EE-BA84-4E0F97F6B944},2010-04-07T00:00:00Z,SW15 6AQ,S,N,F,36A,NA,PUTNEY HILL,NA,LONDON,WANDSWORTH,GREATER LONDON,A,A,SW15,1250000,143,4,D,4.8,2.6,192,102,Poor,unknown,Wandsworth,104,48,51.459062,-0.218232,23,2,Putney,0.238424,Thames Water,68500,8741.258741,143.00,,,,
{50F18103-4D84-9FD5-E050-A8C063054923},2017-04-28T00:00:00Z,W5 5HX,T,N,F,19,NA,CAIRN AVENUE,NA,LONDON,EALING,GREATER LONDON,A,A,W5,1182500,143,7,D,6.2,2.9,246,112,Poor,owner-occupied,Ealing,112,41,51.507016,-0.306697,31,3,South Ealing,0.597406,Thames Water,56900,8269.230769,143.00,,,,
{446F1CCF-AD33-49D5-8130-47F5390D4108},2013-12-20T00:00:00Z,TW7 4JL,S,N,F,15,NA,AVENUE ROAD,NA,ISLEWORTH,HOUNSLOW,GREATER LONDON,A,A,TW7,557000,143,7,E,9.1,3.9,289,120,Poor,owner-occupied,Hounslow,47,14,51.476149,-0.338361,19,4,Isleworth,0.142691,Thames Water,51600,3895.104895,143.00,,,,
{31FB4C17-A7ED-57B9-E050-A8C063053436},2016-03-23T00:00:00Z,N14 6LL,S,N,F,75,NA,THE MALL,NA,LONDON,ENFIELD,GREATER LONDON,A,A,N14,975000,143,6,E,9.1,3.1,360,120,Poor,owner-occupied,Enfield,44,13,51.624965,-0.12153,71,4,Southgate,0.929199,Thames Water,61300,6818.181818,143.00,,,,
{404A5AF3-C633-CD2B-E050-A8C063055C7B},2016-10-28T00:00:00Z,N12 7EX,S,N,F,27,NA,CHIDDINGFOLD,NA,LONDON,BARNET,GREATER LONDON,A,A,N12,1125000,143,6,C,4.3,2.8,158,99,Average,owner-occupied,Barnet,70,23,51.623106,-0.190966,80,4,Woodside Park,0.696302,Affinity Water,54500,7867.132867,143.00,,,,
{9B361206-A471-1904-E053-6B04A8C0EEB5},2019-11-25T00:00:00Z,DA14 4QG,S,N,F,10,NA,SEDCOMBE CLOSE,NA,SIDCUP,BEXLEY,GREATER LONDON,A,A,DA14,565000,143,5,D,4.7,3.2,185,124,Average,owner-occupied,Bexley,30,10,51.424597,0.113754,54,5,Sidcup,1.23994,Thames Water,50500,3951.048951,143.00,,,,
{98031F2E-8336-46DB-8D9C-699508A2E139},2014-06-13T00:00:00Z,IG3 9BX,S,N,F,116,NA,LEVETT GARDENS,NA,ILFORD,REDBRIDGE,GREATER LONDON,A,A,IG3,499500,143,6,D,5.1,2.7,188,96,Average,owner-occupied,Redbridge,123,36,51.554853,0.106574,11,4,Seven Kings,1.21118,Essex & Suffolk Water,50400,3493.006993,143.00,,,,
{AFFE32AC-7786-4F71-87FA-5749776CAD55},2007-12-14T00:00:00Z,SM2 7DY,D,N,F,24,NA,HIGHVIEW,SUTTON,SUTTON,SUTTON,GREATER LONDON,A,A,SM2,585000,143,7,C,4,2.3,157,88,Average,owner-occupied,Sutton,42,14,51.341714,-0.207997,93,5,Belmont,0.648237,SES Water,67900,4090.909091,143.00,,,,
{7E86B6FB-3E70-458C-E053-6B04A8C0C84C},2018-11-28T00:00:00Z,BR2 9JY,S,N,F,3,NA,SIWARD ROAD,NA,BROMLEY,BROMLEY,GREATER LONDON,A,A,BR2,600000,143,6,D,6.5,2.8,256,108,Good,owner-occupied,Bromley,101,36,51.399432,0.025845,56,5,Bromley South,0.591651,Thames Water,60500,4195.804196,143.00,,,,
{9817AB5A-8D6B-4D75-936C-B65325FA5FD6},2015-03-13T00:00:00Z,TW1 3EP,T,N,F,2,NA,NAPOLEON ROAD,NA,TWICKENHAM,RICHMOND UPON THAMES,GREATER LONDON,A,A,TW1,1060000,143,8,F,10,5.1,361,183,Very Poor,rental (private),Richmond upon Thames,88,28,51.452535,-0.320084,10,4,St Margarets,0.300116,Thames Water,79600,7412.587413,143.00,,,,
{C8A3A576-115B-0425-E053-6C04A8C0947B},2021-04-12T00:00:00Z,IG8 0DR,T,N,F,24,NA,ANWORTH CLOSE,NA,WOODFORD GREEN,REDBRIDGE,GREATER LONDON,A,A,IG8,610000,143,3,D,6,2.8,239,110,Average,rental (private),Redbridge,53,31,51.607448,0.028651,47,4,Woodford,0.374019,Thames Water,59400,4265.734266,143.00,,,,
{700A89F3-8A62-4273-93CE-E378C1FCDD21},2013-11-15T00:00:00Z,SE9 3PR,D,N,F,22,NA,MERVYN AVENUE,NA,LONDON,GREENWICH,GREATER LONDON,A,A,SE9,315000,143,7,D,6.2,3,224,107,Average,owner-occupied,Greenwich,67,29,51.43316,0.074916,50,4,New Eltham,0.591099,Thames Water,52100,2202.797203,143.00,,,,
{9237FC9D-FE8B-4B99-8570-218261A1CFC8},2012-09-14T00:00:00Z,SW16 5DH,T,N,F,59,NA,HEPWORTH ROAD,NA,LONDON,LAMBETH,GREATER LONDON,A,A,SW16,279950,143,6,D,4.9,2.6,193,101,Average,owner-occupied,Lambeth,96,37,51.414995,-0.126915,36,3,Norbury,0.510166,Thames Water,57700,1957.692308,143.00,,,,
{7985092E-CEB8-43A8-98D2-D1B3E2E4C987},2013-06-21T00:00:00Z,SW18 3QP,F,N,L,127B,NA,TRANMERE ROAD,EARLSFIELD,LONDON,WANDSWORTH,GREATER LONDON,A,A,SW18,340000,143,3,C,3.5,1.8,140,70,Average,owner-occupied,Wandsworth,131,55,51.439851,-0.183468,13,3,Earlsfield,0.373962,Thames Water,63100,2377.622378,143.00,,,,
{2A289EA1-3481-CDC8-E050-A8C063054829},2012-12-11T00:00:00Z,SW6 6DU,S,N,F,40,NA,CLONCURRY STREET,NA,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,SW6,1900000,143,7,F,11,4.6,401,164,Very Poor,owner-occupied,Hammersmith and Fulham,62,20,51.473437,-0.217384,8,2,Putney Bridge,0.83149,Thames Water,69500,13286.71329,143.00,,,,
{9EB68957-F436-4568-A542-FE5CE767286E},2012-10-26T00:00:00Z,CR8 1JE,D,N,F,9,NA,PURLEY BURY AVENUE,NA,PURLEY,CROYDON,GREATER LONDON,A,A,CR8,445000,142.9,7,F,14,10,461,322,Average,owner-occupied,Croydon,23,8,51.341832,-0.102992,70,6,Purley Oaks,0.642236,SES Water,58600,3114.06578,142.90,,,,
{29C65847-FB68-4A94-8BA5-F08BCE144DF9},2011-08-19T00:00:00Z,E11 1LX,T,N,F,59,NA,FLADGATE ROAD,NA,LONDON,WALTHAM FOREST,GREATER LONDON,A,A,E11,485000,142.8,6,D,7.2,6.8,262,246,Very Poor,owner-occupied,Waltham Forest,104,54,51.575883,0.011514,32,3,Leytonstone,0.834188,Thames Water,54000,3396.358543,142.80,,,,
{9ADA0E6D-BD90-48D9-ABA8-E9113AF273A9},2011-04-05T00:00:00Z,SW7 4AA,F,N,L,42A,NA,CORNWALL GARDENS,NA,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A,SW7,1260000,142.63,4,D,5.1,4.9,213,204,Poor,owner-occupied,Kensington and Chelsea,75,42,51.497303,-0.187466,15,1,Gloucester Road,0.413131,Thames Water,56600,8834.046133,142.63,,,,
{290EDC65-A9F9-438E-BA25-176C6F5D5526},2012-08-06T00:00:00Z,SW11 6QT,T,N,F,34,NA,BELLEVILLE ROAD,NA,LONDON,WANDSWORTH,GREATER LONDON,A,A,SW11,1301004,142.56,6,D,6.9,6.7,217,212,Poor,owner-occupied,Wandsworth,101,36,51.456102,-0.166831,18,2,Clapham Junction,0.929794,Thames Water,74000,9126.010101,142.56,,,,
